var_id	product_id	SKU	GTIN	MPN	RRP	POA	SellPrice1	sellprice2	sellprice3	sellprice4	mblimit1	mblimit2	mblimit3	costprice	stockitem	stock	stocktext	weight	oos	shippingquote	cond	WAS	attributevals	vtitle	lowstock	varprimary	enquire
1554	1444	30335			0	1	0	0	0	0	0	0	0	0	1	4		0	0	1	new	0	NULL	default	0	1	0
1555	1445	30281			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1556	1446	30298			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1557	1447	30304			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1558	1448	30311			0	1	0	0	0	0	0	0	0	0	1	0		0	1	0	new	0	NULL	default	0	1	0
1559	1449	30328			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1560	1450	30336			0	0	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1561	1451	30342			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1562	1452	30359			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1563	1453	30366			0	0	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1564	1454	30373			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1565	1455	30397			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1566	1456	30403			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1567	1457	30410			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1568	1458	30427			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1569	1459	30434			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1570	1460	30441			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1571	1461	30458			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1572	1462	30472			0	1	0	0	0	0	0	0	0	0	0	0		0	1	0	new	0	NULL	default	0	1	0
1573	1463	30489			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1574	1464	60burst2			0	1	9999999	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	1
1575	1465	FHPTTEC			0	1	39000	0	0	0	0	0	0	0	1	1		50	1	0	new	0	NULL	default	0	1	1
1576	1466	FENDLXSTCK			0	1	0	0	0	0	0	0	0	0	1	1		30	1	0	new	0	NULL	default	0	1	1
1577	1467	FENDDLXBFSTCK			0	1	0	0	0	0	0	0	0	0	1	1		30	1	0	new	0	NULL	default	0	1	1
1578	1468	FEN50SUP			0	1	0	0	0	0	0	0	0	0	1	1		30	1	0	new	0	NULL	default	0	1	1
1579	1469	WHITEMOD80			0	1	0	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	1
1580	1470	TRANSFECHAMP			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	1
1581	1471	68FENVC			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	1
1582	1472	OREV			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	1
1583	1473	FEN60WWTwin			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	1
1584	1474	64FENCON			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	1
1586	1476	EHSBM			0	0	249	0	0	0	0	0	0	0	1	1		1	1	0	new	0	NULL	default	0	1	0
1587	1477	MPH			0	0	349	0	0	0	0	0	0	0	1	1		1	1	0	new	0	NULL	default	0	1	0
1588	1478	JBTB			0	0	299	0	0	0	0	0	0	0	1	1		5	1	0	new	0	NULL	default	0	1	0
1589	1479	WANTRI			0	0	2499	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1590	1480	60sFram			0	0	499	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	0
1591	1482	DUMODS			0	1	0	0	0	0	0	0	0	0	1	1		100	0	1	new	0	NULL	default	0	1	1
1592	1483	63fenstDR			0	0	15999	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	0
1593	1484	64VBassEX			0	0	2999	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1594	1485	MARJTM100			0	0	3999	0	0	0	0	0	0	0	1	1		30	0	0	new	0	NULL	default	0	1	0
1595	1486	CELQ			0	0	1199	0	0	0	0	0	0	0	1	1		30	0	0	new	0	NULL	default	0	1	0
1596	1487	LG50			0	0	1399	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1597	1488	62FiestaSt			0	0	19950	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1598	1489	61ESCR			0	0	16950	0	0	0	0	0	0	0	1	1		10	0	0	new	0	NULL	default	0	1	0
1599	1490	BASSVI			0	0	4995	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	0
1600	1491	Dumbleator			0	1	0	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	0
1601	1492	fenwood18			0	1	0	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	1
1602	1493	Fen Wood Model 26			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	1
1603	1494	K&amp;FLap			0	1	0	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	1
1604	1495	MArMBB			0	1	0	0	0	0	0	0	0	0	1	1		30	0	0	new	0	NULL	default	0	1	1
1605	1496	P45			0	0	5999	0	0	0	0	0	0	0	1	1		40	0	0	new	0	NULL	default	0	1	0
1606	1497	KFLSA			0	0	999	0	0	0	0	0	0	0	1	1		10	0	0	new	0	NULL	default	0	1	0
1607	1498	JTG			0	0	0	0	0	0	0	0	0	0	1	0	Out of Stock	0	1	0	new	0	NULL	default	0	1	0
1608	1499	DODSJB			0	1	0	0	0	0	0	0	0	0	1	1		35	0	0	new	0	NULL	default	0	1	1
1609	1500	64FENREVTNK			0	1	0	0	0	0	0	0	0	0	1	1		10	1	0	new	0	NULL	default	0	1	0
1610	1501	58glp			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	1958 Gibson Les Paul Original Burst 	0	1	1
1611	1502	fpb57			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	Fender Precision Bass 1957 	0	1	1
1612	1504	BMSLE			700	0	749	0	0	0	0	0	0	0	1	1		0	0	0	new	699	NULL	Brian May Special BMG Limited Edition	0	1	0
1613	1505	GGP220			0	0	459	0	0	0	0	0	0	0	0	0		0	1	0	new	550	NULL	Gretsch GP-220	0	1	0
1614	1506	GD15wgr			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	0	1
1615	1506	GD15wg			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	Guild D15 Wg	0	1	0
1616	1507	K.Ybbs			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	K.Yairi	0	1	1
1617	1508	FEPK			0	0	399	0	0	0	0	0	0	0	1	1		0	0	0	new	507	NULL	Fender Elvis Presley Kingman	0	1	0
1618	1509	GM120E			600	0	449	0	0	0	0	0	0	0	1	1		0	1	0	new	549	NULL	Guild M120-E	0	1	0
1619	1510	JR130			0	0	1749	0	0	0	0	0	0	0	1	1		0	1	0	new	1850	NULL	Jose Ramirez 130 Years Classical Acoustic 	0	1	0
1620	1511	JRGH			0	0	2950	0	0	0	0	0	0	0	1	1		0	1	0	new	2950	NULL	Jose Ramirez GH	0	1	0
1621	901	BVSA			0	0	999	0	0	0	0	0	0	0	1	1		0	0	0	new	1999	NULL	Baldwin Vibraslim Semi Acoustic 	0	1	0
1622	1512	GBLP58			0	1	0	0	0	0	0	0	0	0	1	1		0	0	0		0	NULL	Gibson Les Paul Burst 1958	0	1	1
1623	1513	TO66			0	1	0	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	Tycobrahe Octavia 	0	1	1
1624	1158	WLG			0	0	15	0	0	0	0	0	0	0	1	100		0.5	0	0	new	0	NULL	default	0	1	0
1625	1514	61WBK			0	0	14950	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1626	1515	WRO			0	0	9499	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1627	1516	WSB			0	0	14950	0	0	0	0	0	0	0	1	0		10	1	0	new	0	NULL	default	0	1	0
1628	1517	Special			0	0	850	0	0	0	0	0	0	0	1	1		0	0	0	new	0	NULL	default	0	1	0
1629	1518	31			0	0	3799	0	0	0	0	0	0	0	1	1		0	1	0	new	0	NULL	default	0	1	0
